rank,label,sample_count,selected,tier,super_category
3627,勺,306,False,,Khác / chưa xác định
3628,羽绒连体衣,306,False,,Quần áo trẻ em
3629,整流器,305,False,,Khác / chưa xác định
3630,模块接口卡,305,False,,Khác / chưa xác định
3631,美容修剪器,305,False,,Khác / chưa xác định
3632,服装货架,304,False,,Tủ & kệ lưu trữ
3633,浴池/浴盆,304,False,,Khác / chưa xác định
3634,芋头,304,False,,Khác / chưa xác định
3635,单肩包,303,False,,Khác / chưa xác định
3636,反光器具,303,False,,Khác / chưa xác định
3637,四驱车零配件/工具,303,False,,Khác / chưa xác định
3638,扑克,303,False,,Khác / chưa xác định
3639,磨刀器,303,False,,Khác / chưa xác định
3640,穿串器,303,False,,Khác / chưa xác định
3641,缠绕膜,303,False,,Khác / chưa xác định
3642,车用笔记本架,303,False,,Máy tính & phụ kiện
3643,锯片铣刀,303,False,,Dụng cụ cầm tay
3644,商用吸尘器,302,False,,Thiết bị gia dụng nhỏ
3645,经纬仪,302,False,,Khác / chưa xác định
3646,鳄鱼夹/弹簧夹/电夹,302,False,,Khác / chưa xác định
3647,守门员手套,301,False,,"Mũ, khăn & găng tay"
3648,电子辞典,301,False,,Khác / chưa xác định
3649,相机腕带,301,False,,Camera & nhiếp ảnh
3650,美发转灯,301,False,,Khác / chưa xác định
3651,腰包/臂包/拎包,301,False,,Túi xách & vali
3652,跆拳道场馆垫,301,False,,Khác / chưa xác định
3653,酒店沙发,301,False,,Nội thất phòng khách
3654,兰蔻 水份缘啫喱,300,False,,Chăm sóc da mặt
3655,兰蔻 臻白洗面奶,300,False,,Chăm sóc da mặt
3656,视频线,300,False,,Văn phòng phẩm
3657,墙体探测仪,299,False,,Khác / chưa xác định
3658,头饰,299,False,,Khác / chưa xác định
3659,琴凳/键盘凳,299,False,,Dụng cụ nhà bếp
3660,羊肉串,299,False,,Khác / chưa xác định
3661,半成品肉类,298,False,,Khác / chưa xác định
3662,棒球棒,298,False,,Khác / chưa xác định
3663,烹饪工具套装,298,False,,Khác / chưa xác định
3664,雨伞,298,False,,Khác / chưa xác định
3665,T区护理套装,297,False,,Khác / chưa xác định
3666,乒乓球台,297,False,,Thể thao bóng
3667,刹车盘,297,False,,Dụng cụ nhà bếp
3668,海绵,297,False,,Khác / chưa xác định
3669,琴桌,297,False,,Khác / chưa xác định
3670,国际五官用药,296,False,,Khác / chưa xác định
3671,平板电脑包,296,False,,Máy tính & phụ kiện
3672,气缸体,296,False,,Khác / chưa xác định
3673,防静电地板,295,False,,Vật liệu xây dựng
3674,雅诗兰黛 浓缩高能小棕瓶20ml,295,False,,Khác / chưa xác định
3675,音乐话筒,295,False,,Khác / chưa xác định
3676,鲳鱼,295,False,,"Thịt, cá & hải sản"
3677,名片册,294,False,,Văn phòng phẩm
3678,山核桃,294,False,,Khác / chưa xác định
3679,润滑剂,294,False,,Khác / chưa xác định
3680,温控器,294,False,,Khác / chưa xác định
3681,炒菜机/烹饪锅,294,False,,Khác / chưa xác định
3682,药店展柜,294,False,,Khác / chưa xác định
3683,防撞器,294,False,,Ô tô: phụ tùng & phụ kiện
3684,太阳能发电机,293,False,,Máy móc công nghiệp
3685,照明模块,293,False,,Đèn & chiếu sáng
3686,羊奶,293,False,,Khác / chưa xác định
3687,竹笋,292,False,,Khác / chưa xác định
3688,便厕用具（器械）,291,False,,Khác / chưa xác định
3689,袖标,291,False,,Khác / chưa xác định
3690,酒签,291,False,,Khác / chưa xác định
3691,木线条,290,False,,Khác / chưa xác định
3692,跳栏/跳格梯,290,False,,Khác / chưa xác định
3693,摩登舞上装,289,False,,Khác / chưa xác định
3694,架子鼓,289,False,,Khác / chưa xác định
3695,洗浴护肤礼盒,289,False,,Chăm sóc da mặt
3696,牛腱子,289,False,,Khác / chưa xác định
3697,太极扇,288,False,,Khác / chưa xác định
3698,推力球轴承,287,False,,Khác / chưa xác định
3699,沙滩帐/钓鱼遮阳帐篷,287,False,,Cắm trại & dã ngoại
3700,滑板/活力板,287,False,,Tập luyện & thể hình
3701,兰蔻 菁纯美容液,286,False,,Chăm sóc da mặt
3702,戏水玩具,286,False,,Đồ chơi mô hình & điều khiển
3703,纸尿片,286,False,,Khác / chưa xác định
3704,荧光棒,286,False,,Khác / chưa xác định
3705,落地衣帽架,286,False,,Tủ & kệ lưu trữ
3706,音频线/数据线,286,False,,Điện thoại & phụ kiện
3707,毛管/PE管,285,False,,Khác / chưa xác định
3708,螺丝车刀,285,False,,Khác / chưa xác định
3709,夜视镜,284,False,,Khác / chưa xác định
3710,手风琴,284,False,,Khác / chưa xác định
3711,数码相框,284,False,,Đồ trang trí nhà cửa
3712,汽车升降机,284,False,,Ô tô: phụ tùng & phụ kiện
3713,油性木器漆,284,False,,Khác / chưa xác định
3714,人体秤/体重秤,283,False,,Khác / chưa xác định
3715,图钉/工字钉,283,False,,Khác / chưa xác định
3716,斑鱼,283,False,,"Thịt, cá & hải sản"
3717,木工斧,283,False,,Khác / chưa xác định
3718,游泳浮标,283,False,,Đồ bơi & thể thao nước
3719,电动车开关,283,False,,Linh kiện & thiết bị điện
3720,壁纸铲刀,282,False,,Khác / chưa xác định
3721,棉花糖机,282,False,,Khác / chưa xác định
3722,鞋/靴干洗剂,282,False,,Dụng cụ vệ sinh nhà cửa
3723,兰蔻 小黑瓶面膜,281,False,,Chăm sóc da mặt
3724,刹车油,281,False,,Khác / chưa xác định
3725,NAS网络储存,280,False,,Khác / chưa xác định
3726,背景音乐控制器,280,False,,Khác / chưa xác định
3727,花卉药剂,280,False,,Khác / chưa xác định
3728,摩托车拉线,279,False,,Văn phòng phẩm
3729,文化创意化妆镜,279,False,,Mỹ phẩm dụng cụ & phụ kiện
3730,辅助道具类,279,False,,Khác / chưa xác định
3731,助行器（器械）,278,False,,Khác / chưa xác định
3732,战鼓,278,False,,Khác / chưa xác định
3733,手机镜头保护贴,278,False,,Camera & nhiếp ảnh
3734,排球服,278,False,,Khác / chưa xác định
3735,水果种子/种苗,278,False,,Nông nghiệp & làm vườn
3736,热熔胶棒,278,False,,Khác / chưa xác định
3737,玻璃砖,278,False,,Khác / chưa xác định
3738,睡眠仪,278,False,,Khác / chưa xác định
3739,门铃开关,278,False,,Linh kiện & thiết bị điện
3740,振动电机/震动马达,277,False,,Khác / chưa xác định
3741,椰子片,277,False,,Khác / chưa xác định
3742,榴莲干,277,False,,Khác / chưa xác định
3743,滑雪裤,277,False,,Khác / chưa xác định
3744,音响改装工具,277,False,,Thiết bị điện tử gia đình
3745,双胞胎推车,276,False,,Khác / chưa xác định
3746,太阳能灯,276,False,,Khác / chưa xác định
3747,巧克力酱,276,False,,Khác / chưa xác định
3748,界面剂,276,False,,Khác / chưa xác định
3749,精密空调,276,False,,Điện lạnh & điều hòa
3750,网球,276,False,,Thể thao bóng
3751,足球球门,276,False,,Thể thao bóng
3752,面条机,275,True,tail,"Gạo, mì & ngũ cốc"
3753,埙,274,False,,Khác / chưa xác định
3754,学步带,274,False,,Khác / chưa xác định
3755,美眼仪,274,False,,Khác / chưa xác định
3756,冲饮红糖,273,False,,Khác / chưa xác định
3757,哈密瓜,273,False,,Khác / chưa xác định
3758,开橙器/剥橙器,273,False,,Khác / chưa xác định
3759,提琴弓,273,False,,Khác / chưa xác định
3760,书报架/展示架,272,False,,Thiết bị thương mại
3761,彩带,272,False,,Khác / chưa xác định
3762,防雾剂/帖,272,False,,Khác / chưa xác định
3763,打火石/点火棒,271,False,,Khác / chưa xác định
3764,晾衣绳,271,False,,Khác / chưa xác định
3765,水写布,271,False,,Khác / chưa xác định
3766,漏缝地板/格栅地板,271,False,,Vật liệu xây dựng
3767,电热带,271,False,,"Nồi, chảo & đồ nấu ăn"
3768,空气源热泵热水器,271,False,,Khác / chưa xác định
3769,乐器盒,270,False,,Âm thanh & nhạc cụ
3770,文化创意邮册/出版物/徽章,270,False,,Khác / chưa xác định
3771,潜水箱包,270,False,,Khác / chưa xác định
3772,电子灭蚊器,270,False,,Khác / chưa xác định
3773,花园水泵,270,False,,"Đồng hồ, thiết bị đo lường"
3774,运动水壶,270,False,,Bình nước & đồ uống
3775,面包展柜,270,False,,Khác / chưa xác định
3776,报警按钮,269,False,,Khác / chưa xác định
3777,松香等低值易耗品,269,False,,Khác / chưa xác định
3778,潜水照明装备,269,False,,Đèn & chiếu sáng
3779,电动车前叉/减震装置,269,False,,Xe đạp & xe điện
3780,蚕宝宝,269,False,,Đồ dùng cho bé
3781,蛋糕制作套装,269,False,,Đồ ăn vặt
3782,轴承合页,269,False,,Khác / chưa xác định
3783,智能腕表,268,False,,Đồng hồ
3784,创意门挡,267,False,,Khác / chưa xác định
3785,止吠器,267,False,,Khác / chưa xác định
3786,眼,267,False,,Khác / chưa xác định
3787,负重装备,267,False,,Khác / chưa xác định
3788,踏步机,267,False,,Khác / chưa xác định
3789,乳鸽,266,False,,Khác / chưa xác định
3790,电动车车载充电器,266,False,,Điện thoại & phụ kiện
3791,红酒架,266,False,,Rượu vang & rượu mạnh
3792,转盘轴承/回转轴承,266,False,,Dụng cụ nhà bếp
3793,钢锯,266,False,,Dụng cụ cầm tay
3794,嵌入式电蒸箱,265,False,,Khác / chưa xác định
3795,手用丝锥,265,False,,Khác / chưa xác định
3796,移动固态硬盘,265,False,,Dụng cụ nhà bếp
3797,轮毂喷膜,265,False,,Ô tô: phụ tùng & phụ kiện
3798,配电设备,265,False,,Khác / chưa xác định
3799,鼻烟,265,False,,Khác / chưa xác định
3800,儿童运动套装,264,False,,Khác / chưa xác định
3801,姬松茸,264,False,,Khác / chưa xác định
3802,尾灯总成,264,False,,Khác / chưa xác định
3803,浴沙,264,False,,Khác / chưa xác định
3804,男士防晒乳霜,264,False,,Chăm sóc da mặt
3805,钓鱼船,264,False,,Câu cá & săn bắn
3806,儿童床垫,263,False,,Nội thất phòng ngủ
3807,尿布袋/床头挂袋,263,False,,Khác / chưa xác định
3808,摩托车导航/手机/对讲机支架,263,False,,Điện thoại & phụ kiện
3809,路障,263,False,,Khác / chưa xác định
3810,防尘口罩,263,False,,"Mũ, khăn & găng tay"
3811,汇流排,262,False,,Khác / chưa xác định
3812,畜牧药品,262,False,,Sức khỏe & thiết bị y tế
3813,砂轮机,262,False,,Khác / chưa xác định
3814,胎毛章,262,False,,Khác / chưa xác định
3815,酒吧凳,262,False,,Khác / chưa xác định
3816,黄瓜,262,False,,Khác / chưa xác định
3817,中心钻,261,False,,Khác / chưa xác định
3818,传动轴,261,False,,Khác / chưa xác định
3819,墨斗,261,False,,Khác / chưa xác định
3820,摩托车齿轮,261,False,,Khác / chưa xác định
3821,6角长套筒,260,False,,Khác / chưa xác định
3822,保健理疗,260,False,,Sức khỏe & thiết bị y tế
3823,军大衣/棉大衣,260,False,,Áo khoác & trang phục giữ ấm
3824,创意钥匙包,260,False,,Túi xách & vali
3825,玉雕,260,False,,Khác / chưa xác định
3826,装饰性轮眉,260,False,,Khác / chưa xác định
3827,断电报警器,259,False,,Thiết bị mạng & an ninh
3828,暗箱扣,259,False,,Khác / chưa xác định
3829,浮漂座,259,False,,Khác / chưa xác định
3830,兰蔻 小黑瓶安瓶精华,258,False,,Chăm sóc da mặt
3831,商用打蛋搅拌机,258,False,,Thiết bị thương mại
3832,布艺用品清洁剂,258,False,,"Rèm, thảm & vải gia dụng"
3833,活页替芯,258,False,,Khác / chưa xác định
3834,贝司-电贝司,258,False,,Khác / chưa xác định
3835,刨冰机/碎冰机,257,False,,Khác / chưa xác định
3836,呼吸器,257,False,,Khác / chưa xác định
3837,婴儿皂/儿童皂/香皂,257,False,,Đồ dùng cho bé
3838,羽毛球拍线,257,False,,Thể thao bóng
3839,头皮护理,256,False,,Khác / chưa xác định
3840,跳舞毯,256,False,,Khác / chưa xác định
3841,酸角,256,False,,Khác / chưa xác định
3842,面包机,256,False,,Khác / chưa xác định
3843,定时器/时控开关,255,False,,Linh kiện & thiết bị điện
3844,床围/床靠,255,False,,Khác / chưa xác định
3845,曲轴及部件,255,False,,Khác / chưa xác định
3846,汽车背带,255,False,,Ô tô: phụ tùng & phụ kiện
3847,沙发（原婴童）,254,False,,Nội thất phòng khách
3848,钳工锉,254,False,,Khác / chưa xác định
3849,兰蔻 水份缘晚霜,253,False,,Chăm sóc da mặt
3850,圣诞袜,253,False,,Khác / chưa xác định
3851,奶瓶储存盒/奶瓶盒,253,False,,Đồ dùng cho bé
3852,子母合页,253,False,,Khác / chưa xác định
3853,晶闸管/可控硅,253,False,,Khác / chưa xác định
3854,芭乐,253,False,,Khác / chưa xác định
3855,兰蔻 根源美容液,252,False,,Chăm sóc da mặt
3856,勋章/臂章/肩章/纪念章,252,False,,Khác / chưa xác định
3857,暗合页,252,False,,Khác / chưa xác định
3858,甜品制作套装,252,False,,Khác / chưa xác định
3859,绷带纱布,252,False,,Khác / chưa xác định
3860,首饰箱,252,False,,Trang sức
3861,核桃油,251,False,,Khác / chưa xác định
3862,根雕茶几,251,False,,Nội thất phòng khách
3863,砚台,251,False,,Khác / chưa xác định
3864,鹅肉类,251,False,,Khác / chưa xác định
3865,帝王蟹,250,False,,Khác / chưa xác định
3866,蟋蟀,250,False,,Khác / chưa xác định
3867,DIY面膜工具,249,False,,Chăm sóc da mặt
3868,快门线,249,False,,Văn phòng phẩm
3869,手臂浮圈,249,False,,Khác / chưa xác định
3870,描图/硫酸纸,249,False,,Khác / chưa xác định
3871,洗地机,249,False,,Khác / chưa xác định
3872,烘焙机,249,False,,Khác / chưa xác định
3873,眼镜清洁器,249,False,,Kính mắt & kính áp tròng
3874,美容小工具,249,False,,Khác / chưa xác định
3875,贝系列,249,False,,Khác / chưa xác định
3876,暖奶器/加热器,248,False,,Khác / chưa xác định
3877,通用汽修组套,248,False,,Khác / chưa xác định
3878,镜头盖,248,False,,Camera & nhiếp ảnh
3879,伞绳,247,False,,Khác / chưa xác định
3880,御泥坊 美白嫩肤润肤水,247,False,,Chăm sóc da mặt
3881,快板,247,False,,Khác / chưa xác định
3882,电动车后备箱,247,False,,Xe đạp & xe điện
3883,鼻,247,False,,Khác / chưa xác định
3884,割炬,246,False,,Khác / chưa xác định
3885,吉他-电箱吉他,246,False,,Âm thanh & nhạc cụ
3886,小号,246,False,,Khác / chưa xác định
3887,控制变压器,246,False,,Linh kiện & thiết bị điện
3888,爽身粉,246,False,,Khác / chưa xác định
3889,电动车脚垫,246,False,,Xe đạp & xe điện
3890,IC起拔器,245,False,,Khác / chưa xác định
3891,汽车玻璃防雾剂/驱水剂,245,False,,Ô tô: phụ tùng & phụ kiện
3892,茶匙,245,False,,Khác / chưa xác định
3893,配线架,245,False,,Khác / chưa xác định
3894,音调板,245,False,,Khác / chưa xác định
3895,围裙套装,244,False,,Khác / chưa xác định
3896,手机散热器,244,False,,Điện thoại & phụ kiện
3897,鞋袜除臭剂,244,False,,Khác / chưa xác định
3898,刹车卡钳罩,243,False,,Khác / chưa xác định
3899,奶油球,243,False,,Khác / chưa xác định
3900,玉米油,243,False,,Khác / chưa xác định
3901,健身踏板/韵律踏板,242,False,,Tập luyện & thể hình
3902,头盔耳机,242,False,,Âm thanh & nhạc cụ
3903,打窝船,242,False,,Khác / chưa xác định
3904,数码线材,242,False,,Khác / chưa xác định
3905,电动车手机导航支架,242,False,,Điện thoại & phụ kiện
3906,化妆刷收纳盒/桶,241,False,,Trang điểm
3907,宠物车载垫,241,False,,Ô tô: phụ tùng & phụ kiện
3908,开关套,241,False,,Linh kiện & thiết bị điện
3909,标本类装饰画,241,False,,Đồ trang trí nhà cửa
3910,碳化木,241,False,,Khác / chưa xác định
3911,衣物收纳柜/简易衣橱,241,False,,Tủ & kệ lưu trữ
3912,铝合金梯子/移动爬梯,241,False,,Khác / chưa xác định
3913,风力发电机,241,False,,Máy móc công nghiệp
3914,驱蚊手带,241,False,,Khác / chưa xác định
3915,单/三相全自动稳压器,240,False,,Khác / chưa xác định
3916,肥料,240,False,,Nông nghiệp & làm vườn
3917,豆芽机,240,False,,Khác / chưa xác định
3918,钳工锤,240,False,,Khác / chưa xác định
3919,分水器,239,False,,Khác / chưa xác định
3920,杂物袋,239,False,,Khác / chưa xác định
3921,气缸及部件,239,False,,Khác / chưa xác định
3922,耳塞保护套,239,False,,Điện thoại & phụ kiện
3923,购物车,239,False,,Khác / chưa xác định
3924,火柴,238,False,,Khác / chưa xác định
3925,直播专用支架,238,False,,Linh kiện & thiết bị điện
3926,自行车车把,238,False,,Xe đạp & xe điện
3927,衣柜床,237,False,,Nội thất phòng ngủ
3928,创意抱枕,236,False,,"Rèm, thảm & vải gia dụng"
3929,四通,236,False,,Khác / chưa xác định
3930,酒精测试仪,236,False,,Khác / chưa xác định
3931,乒乓球服,235,False,,Thể thao bóng
3932,大盘卷纸,235,False,,Dụng cụ nhà bếp
3933,运动内裤,235,False,,Đồ lót & đồ ngủ
3934,暖宫带/经期护理仪,234,False,,Khác / chưa xác định
3935,电池收纳盒,234,False,,Khác / chưa xác định
3936,紧急冲淋装置及洗眼器,234,False,,Khác / chưa xác định
3937,耳机(麦),234,False,,Âm thanh & nhạc cụ
3938,门护栏,234,False,,Khác / chưa xác định
3939,集成电路（IC）,234,False,,Khác / chưa xác định
3940,九节鞭,233,False,,Khác / chưa xác định
3941,公共椅,233,False,,Khác / chưa xác định
3942,御泥坊 皙白透亮防晒乳液,233,False,,Chăm sóc da mặt
3943,文化创意杯垫/餐垫,233,False,,Khác / chưa xác định
3944,柚脯/柚干,233,False,,Khác / chưa xác định
3945,梳妆台+梳妆凳,233,False,,Nội thất phòng ngủ
3946,雨挡,233,False,,Khác / chưa xác định
3947,剑道服,232,False,,Khác / chưa xác định
3948,吊环,232,False,,Khác / chưa xác định
3949,婴童凉席,232,False,,Khác / chưa xác định
3950,麻将垫,232,False,,Khác / chưa xác định
3951,AI语音助手,231,False,,Khác / chưa xác định
3952,婚纱裙撑,231,False,,Đồ cưới & trang trí sự kiện
3953,湿厕纸,231,False,,Khác / chưa xác định
3954,锁具,231,False,,Vật liệu xây dựng
3955,刹车油管,230,False,,Khác / chưa xác định
3956,牛腩,230,False,,Khác / chưa xác định
3957,玻璃铰链,230,False,,Khác / chưa xác định
3958,绳索,230,False,,Khác / chưa xác định
3959,蛏子,230,False,,Khác / chưa xác định
3960,车用衣服架,230,False,,Khác / chưa xác định
3961,无叶风扇,229,False,,Điện lạnh & điều hòa
3962,木凿,229,False,,Khác / chưa xác định
3963,纱布绷带（器械）,229,False,,Khác / chưa xác định
3964,佛手果,228,False,,Đồ dùng tôn giáo & phong thủy
3965,冷媒,228,False,,Khác / chưa xác định
3966,圆柱滚子轴承,228,False,,Khác / chưa xác định
3967,扬琴,228,False,,Khác / chưa xác định
3968,护具,228,False,,Sức khỏe & thiết bị y tế
3969,板擦,228,False,,Khác / chưa xác định
3970,瑜伽包,228,False,,Tập luyện & thể hình
3971,多彩喷涂枪,227,False,,Khác / chưa xác định
3972,烧烤架,227,False,,Dụng cụ nhà bếp
3973,三件套,226,False,,Khác / chưa xác định
3974,底盘装甲,226,False,,Dụng cụ nhà bếp
3975,泰国香米,226,False,,Khác / chưa xác định
3976,蟹棒,226,False,,Khác / chưa xác định
3977,跷跷板,226,False,,Khác / chưa xác định
3978,风镜/眼镜,226,False,,Kính mắt & kính áp tròng
3979,食盐,226,False,,Khác / chưa xác định
3980,DIY仿真材料,225,False,,Khác / chưa xác định
3981,剧院椅系列,225,False,,Khác / chưa xác định
3982,地暖发热电热膜,225,False,,"Nồi, chảo & đồ nấu ăn"
3983,太阳能热水器,225,False,,Khác / chưa xác định
3984,居家日用套装,225,False,,Khác / chưa xác định
3985,报警模块,225,False,,Khác / chưa xác định
3986,滑雪衣裤套装,225,False,,Khác / chưa xác định
3987,蟹八件,225,False,,Khác / chưa xác định
3988,床单定制定做,224,False,,Chăn ga gối đệm
3989,弹力棒/健身棒,224,False,,Tập luyện & thể hình
3990,消防服,224,False,,Phòng cháy chữa cháy
3991,胸部防护用品,224,False,,Khác / chưa xác định
3992,葵花籽油,224,False,,Khác / chưa xác định
3993,随身wifi,224,False,,Khác / chưa xác định
3994,刀鞘/刀套,223,False,,Khác / chưa xác định
3995,烘干机,223,False,,Khác / chưa xác định
3996,玻璃餐具套装,223,False,,Dụng cụ nhà bếp
3997,警铃,223,False,,Khác / chưa xác định
3998,厕所,221,False,,Khác / chưa xác định
3999,调色盘,221,False,,Dụng cụ nhà bếp
4000,围巾/围脖,220,False,,"Mũ, khăn & găng tay"
4001,按摩枪,220,False,,Khác / chưa xác định
4002,柴油添加剂,220,True,rare,Nhiên liệu & phụ gia
4003,汽车电路测电笔,220,False,,Ô tô: phụ tùng & phụ kiện
4004,潜水袜,220,False,,Khác / chưa xác định
4005,茶海,220,False,,Khác / chưa xác định
4006,雪茄柜,220,False,,Đồ dùng hút thuốc
4007,液压开孔器,219,False,,Máy móc công nghiệp
4008,链盘,219,False,,Dụng cụ nhà bếp
4009,防丢器,219,False,,Khác / chưa xác định
4010,顶箱柜,219,False,,Khác / chưa xác định
4011,智能飞行,218,False,,Khác / chưa xác định
4012,衣柜贴,218,False,,Tủ & kệ lưu trữ
4013,镜头纸/镜头布,218,False,,Camera & nhiếp ảnh
4014,驼奶及驼奶粉,218,False,,Sữa & thực phẩm cho bé
4015,3D眼镜,217,False,,Kính mắt & kính áp tròng
4016,喷笔,217,False,,Văn phòng phẩm
4017,婚庆公仔,217,False,,Đồ cưới & trang trí sự kiện
4018,调制乳（风味奶）,217,False,,Khác / chưa xác định
4019,动感单车,216,False,,Khác / chưa xác định
4020,巴乌,216,False,,Khác / chưa xác định
4021,打火机,216,False,,Quà tặng & đồ lưu niệm
4022,温度继电器,216,False,,Khác / chưa xác định
4023,收纳盒,215,False,,Khác / chưa xác định
4024,求生哨,215,False,,Khác / chưa xác định
4025,眼镜护理剂,215,False,,Kính mắt & kính áp tròng
4026,石工凿,215,False,,Khác / chưa xác định
4027,飞盘,215,False,,Dụng cụ nhà bếp
4028,坚果制品,214,False,,Đồ ăn vặt
4029,接线柱,214,False,,Khác / chưa xác định
4030,洗护/清洁泡沫机/洗手机,214,False,,Điện thoại & phụ kiện
4031,烧烤车,214,False,,Khác / chưa xác định
4032,砂轮整形刀,214,False,,Khác / chưa xác định
4033,端子,214,False,,Khác / chưa xác định
4034,冲浪板,213,False,,Đồ bơi & thể thao nước
4035,带表卡尺,213,False,,Khác / chưa xác định
4036,擦屏布,213,False,,Khác / chưa xác định
4037,气铲/气锹,213,False,,Khác / chưa xác định
4038,汽车清洗手套,213,False,,"Mũ, khăn & găng tay"
4039,油画棒,213,False,,Đồ trang trí nhà cửa
4040,胎毛笔,213,False,,Văn phòng phẩm
4041,踢脚板,213,False,,Khác / chưa xác định
4042,门幅,213,False,,Khác / chưa xác định
4043,防割手套,213,False,,"Mũ, khăn & găng tay"
4044,兰蔻 菁纯精萃精华乳,212,False,,Chăm sóc da mặt
4045,医用病床,212,False,,Sức khỏe & thiết bị y tế
4046,收纳筐,212,False,,Khác / chưa xác định
4047,灯架/灯夹,212,False,,Khác / chưa xác định
4048,电工电器成套设备,212,False,,Khác / chưa xác định
4049,胶带切割器,212,False,,Văn phòng phẩm
4050,自行车车架,212,False,,Xe đạp & xe điện
4051,萝卜,212,False,,Khác / chưa xác định
4052,一次性抹布,211,False,,Khác / chưa xác định
4053,兰蔻 清滢清洁洁面摩丝,211,False,,Chăm sóc da mặt
4054,半空心铆钉,211,False,,Khác / chưa xác định
4055,御泥坊 清爽平衡洁面乳,211,False,,Chăm sóc da mặt
4056,擦手纸,211,False,,Khác / chưa xác định
4057,细沙,211,False,,Khác / chưa xác định
4058,解放包/单肩包,211,False,,Khác / chưa xác định
4059,货架/尾架,211,False,,Tủ & kệ lưu trữ
4060,足部按摩走毯,211,False,,Khác / chưa xác định
4061,USB电脑锁/防盗器,210,False,,Máy tính & phụ kiện
4062,圣诞帽,210,False,,Khác / chưa xác định
4063,手巾/手帕,210,False,,Khác / chưa xác định
4064,护墙板,210,False,,Khác / chưa xác định
4065, 手办收纳盒,209,False,,
4066,什锦锉,209,False,,Khác / chưa xác định
4067,多功能音箱,209,False,,Âm thanh & nhạc cụ
4068,工兵斧/营地斧,209,False,,Khác / chưa xác định
4069,缸盖/缸体,209,False,,Khác / chưa xác định
4070,钢丝绳切断机,209,False,,Khác / chưa xác định
4071,兰蔻 菁纯隔离乳,208,False,,Chăm sóc da mặt
4072,墨鱼丸/花枝丸,208,False,,Khác / chưa xác định
4073,摩托车牌照架,208,False,,Khác / chưa xác định
4074,植物饮料,208,False,,"Trà, cà phê & đồ uống"
4075,烤箱,208,False,,Thiết bị gia dụng nhỏ
4076,空气降温剂,208,False,,Khác / chưa xác định
4077,端景台灯饰,208,False,,Đèn & chiếu sáng
4078,茶台,208,False,,Khác / chưa xác định
4079,表坐,208,False,,Khác / chưa xác định
4080,颈部防护用品,208,False,,Khác / chưa xác định
4081,饼干巧克力,208,False,,Đồ ăn vặt
4082,差速器,207,False,,Khác / chưa xác định
4083,摩托车防盗器,207,False,,Khác / chưa xác định
4084,流水摆件,207,False,,Đồ trang trí nhà cửa
4085,阮,207,False,,Khác / chưa xác định
4086,兰蔻 水份缘精华液,206,False,,Chăm sóc da mặt
4087,堵门/游戏道具,206,False,,Khác / chưa xác định
4088,座管/座杆,206,False,,Khác / chưa xác định
4089,擦窗机器人,206,False,,Đồ chơi mô hình & điều khiển
4090,气体探测仪,206,False,,Khác / chưa xác định
4091,羊肉卷/片,206,False,,Khác / chưa xác định
4092,被子/被芯定制,206,False,,Chăn ga gối đệm
4093,隧道/钻洞,206,False,,Khác / chưa xác định
4094,领带夹,206,False,,Khác / chưa xác định
4095,香草精,206,False,,Khác / chưa xác định
4096,大灯清洗,205,False,,Khác / chưa xác định
4097,烤鸭/酱鸭,205,False,,Khác / chưa xác định
4098,除藻剂,205,False,,Khác / chưa xác định
4099,关东煮机,204,False,,Khác / chưa xác định
4100,反光镜,204,False,,Khác / chưa xác định
4101,生羊腿,204,False,,Khác / chưa xác định
4102,编码器,204,False,,Khác / chưa xác định
4103,自行车水壶,204,False,,Bình nước & đồ uống
4104,运动牛仔裤,204,False,,Quần & váy
4105,龙猫,204,False,,Khác / chưa xác định
4106,取水阀,203,False,,Khác / chưa xác định
4107,摩托车雨衣,203,False,,Khác / chưa xác định
4108,蛋圆饼干,203,False,,Đồ ăn vặt
4109,雪套/套脚,203,False,,Khác / chưa xác định
4110,鱼胶粉,203,False,,Khác / chưa xác định
4111,CD包/夹/袋,202,False,,"Sách, tạp chí & âm nhạc"
4112,三轮推车,202,False,,Khác / chưa xác định
4113,单反手柄,202,False,,Khác / chưa xác định
4114,家具转盘,202,False,,Dụng cụ nhà bếp
4115,底阀,202,False,,Khác / chưa xác định
4116,碗架,202,False,,Dụng cụ nhà bếp
4117,香薰机,202,False,,Nước hoa & hương thơm
4118,中班椅,201,False,,Khác / chưa xác định
4119,儿童书桌椅/写字台（原婴童）,201,False,,Nội thất văn phòng & học tập
4120,橡木酒具,201,False,,Bình nước & đồ uống
4121,轻质砖,201,False,,Khác / chưa xác định
4122,卡洪鼓/箱鼓,200,False,,Khác / chưa xác định
4123,宽带猫/光猫,200,False,,Khác / chưa xác định
4124,松露巧克力,200,False,,Khác / chưa xác định
4125,十字柄套筒扳手,199,False,,Dụng cụ cầm tay
4126,卡通造型橡皮,199,False,,Khác / chưa xác định
4127,变速器/保护器,199,False,,Khác / chưa xác định
4128,园艺手套,199,False,,"Mũ, khăn & găng tay"
4129,机用铰刀,199,False,,Khác / chưa xác định
4130,石工锤,199,False,,Khác / chưa xác định
4131,移动空调,199,False,,Điện lạnh & điều hòa
4132,自行车链条/链条扣,199,False,,Xe đạp & xe điện
4133,训练背心(分组对抗),199,False,,Áo nam
